,county_code,city_town_code,ward_number,precinct_number,precinct_label,G20PRERTRU,G20PREDBID,G20PRENDEL,G20USSNDER,G20USSTWIL,G20PRETBLA,G20PRELJOR,G20PREGHAW,G20USSGSQU,G20USSDPET,G20USSRJAM,COUNTYFIPS,city_town_name_x,join_id,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description),city_town_name_y,_merge
3767,82,4,0,2,,627.0,872.0,0.0,1.0,13.0,3.0,13.0,3.0,7.0,845.0,635.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3768,82,4,0,3,,596.0,1046.0,1.0,4.0,16.0,0.0,20.0,7.0,19.0,1024.0,584.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3769,82,4,0,4,,573.0,671.0,1.0,3.0,5.0,1.0,17.0,1.0,7.0,653.0,586.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3770,82,4,0,5,,591.0,1036.0,1.0,5.0,12.0,1.0,11.0,1.0,5.0,1007.0,597.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3771,82,4,0,6,,266.0,653.0,0.0,2.0,10.0,1.0,7.0,2.0,6.0,637.0,270.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3772,82,4,0,7,,754.0,936.0,0.0,2.0,10.0,2.0,19.0,3.0,8.0,882.0,785.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3773,82,4,0,8,,837.0,1084.0,3.0,0.0,5.0,0.0,23.0,2.0,9.0,1007.0,913.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3774,82,4,0,9,,676.0,1068.0,1.0,4.0,13.0,0.0,19.0,6.0,16.0,1016.0,700.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3775,82,4,0,10,,356.0,700.0,0.0,0.0,2.0,1.0,9.0,2.0,4.0,668.0,377.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3776,82,4,0,11,,685.0,961.0,0.0,4.0,11.0,1.0,19.0,7.0,12.0,902.0,725.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3777,82,4,0,12,,443.0,617.0,1.0,0.0,3.0,1.0,8.0,1.0,5.0,596.0,456.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3778,82,4,0,13,,640.0,945.0,1.0,6.0,12.0,1.0,15.0,7.0,15.0,907.0,648.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3779,82,4,0,14,,690.0,1024.0,1.0,1.0,7.0,2.0,17.0,3.0,8.0,991.0,712.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3780,82,4,0,15,,292.0,452.0,2.0,8.0,21.0,3.0,8.0,4.0,10.0,445.0,269.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3781,82,4,0,16,,564.0,906.0,0.0,4.0,14.0,2.0,13.0,2.0,7.0,862.0,574.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3782,82,4,0,17,,642.0,823.0,0.0,1.0,12.0,1.0,13.0,2.0,6.0,812.0,628.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3783,82,4,0,18,,538.0,951.0,0.0,0.0,6.0,0.0,14.0,5.0,1.0,920.0,567.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3784,82,4,0,19,,612.0,887.0,2.0,0.0,10.0,8.0,13.0,5.0,10.0,829.0,653.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3785,82,4,0,20,,468.0,844.0,0.0,3.0,11.0,0.0,7.0,5.0,9.0,803.0,495.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3786,82,4,0,21,,568.0,751.0,1.0,1.0,7.0,1.0,17.0,1.0,5.0,737.0,584.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3787,82,4,0,22,,651.0,877.0,1.0,2.0,10.0,1.0,15.0,3.0,5.0,841.0,672.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3788,82,4,0,23,,514.0,756.0,0.0,2.0,14.0,0.0,10.0,3.0,5.0,722.0,527.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3789,82,4,0,24,,650.0,821.0,0.0,4.0,12.0,1.0,14.0,1.0,6.0,798.0,661.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3790,82,4,0,25,,624.0,893.0,0.0,3.0,12.0,0.0,12.0,3.0,4.0,852.0,643.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3791,82,4,0,26,,668.0,963.0,1.0,3.0,11.0,0.0,9.0,3.0,11.0,924.0,680.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3792,82,4,0,27,,427.0,873.0,0.0,2.0,2.0,0.0,12.0,4.0,8.0,850.0,445.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3793,82,4,0,28,,361.0,809.0,0.0,1.0,9.0,1.0,7.0,1.0,7.0,777.0,366.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3794,82,4,0,29,,265.0,908.0,0.0,3.0,10.0,1.0,9.0,3.0,5.0,867.0,283.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3795,82,4,0,30,,481.0,946.0,0.0,1.0,13.0,3.0,8.0,4.0,9.0,949.0,455.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3796,82,4,0,31,,366.0,843.0,0.0,1.0,11.0,1.0,12.0,4.0,13.0,841.0,344.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3797,82,4,0,32,,143.0,550.0,0.0,4.0,10.0,1.0,11.0,2.0,7.0,537.0,140.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3798,82,4,0,33,,735.0,1089.0,0.0,4.0,8.0,1.0,11.0,0.0,6.0,1052.0,754.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3799,82,4,0,34,,524.0,1118.0,1.0,2.0,5.0,2.0,10.0,1.0,6.0,1100.0,523.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3800,82,4,0,35,,605.0,935.0,0.0,0.0,4.0,0.0,6.0,1.0,6.0,896.0,625.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3801,82,4,0,36,,441.0,983.0,1.0,1.0,9.0,0.0,6.0,3.0,7.0,949.0,448.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3802,82,4,0,37,,566.0,1036.0,1.0,2.0,4.0,1.0,7.0,1.0,8.0,975.0,615.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3803,82,4,0,38,,609.0,1040.0,0.0,0.0,6.0,0.0,6.0,4.0,3.0,984.0,666.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3804,82,4,0,39,,463.0,686.0,0.0,1.0,6.0,0.0,6.0,1.0,1.0,650.0,497.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3805,82,4,0,40,,384.0,708.0,0.0,3.0,10.0,2.0,4.0,2.0,11.0,675.0,391.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
3810,82,10,0,1,,1234.0,662.0,2.0,5.0,22.0,2.0,27.0,7.0,15.0,694.0,1160.0,163,HURON TOWNSHIP,163-HURON TOWNSHIP,,,,,,,,,left_only
3811,82,10,0,2,,1282.0,733.0,4.0,2.0,33.0,2.0,24.0,4.0,11.0,736.0,1231.0,163,HURON TOWNSHIP,163-HURON TOWNSHIP,,,,,,,,,left_only
3812,82,10,0,3,,927.0,683.0,0.0,4.0,16.0,3.0,17.0,2.0,6.0,683.0,897.0,163,HURON TOWNSHIP,163-HURON TOWNSHIP,,,,,,,,,left_only
3813,82,10,0,4,,1010.0,629.0,0.0,3.0,18.0,4.0,13.0,3.0,11.0,638.0,956.0,163,HURON TOWNSHIP,163-HURON TOWNSHIP,,,,,,,,,left_only
3814,82,10,0,5,,1005.0,538.0,0.0,3.0,34.0,5.0,17.0,4.0,11.0,545.0,943.0,163,HURON TOWNSHIP,163-HURON TOWNSHIP,,,,,,,,,left_only
3815,82,10,0,6,,425.0,311.0,0.0,4.0,12.0,0.0,5.0,0.0,2.0,325.0,398.0,163,HURON TOWNSHIP,163-HURON TOWNSHIP,,,,,,,,,left_only
3828,82,14,0,1,,770.0,886.0,2.0,4.0,8.0,2.0,12.0,2.0,7.0,846.0,799.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3829,82,14,0,2,,516.0,569.0,0.0,8.0,12.0,1.0,16.0,2.0,9.0,522.0,546.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3830,82,14,0,3,,784.0,964.0,0.0,3.0,16.0,4.0,21.0,4.0,10.0,929.0,803.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3831,82,14,0,4,,644.0,757.0,0.0,4.0,11.0,1.0,15.0,5.0,6.0,746.0,639.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3832,82,14,0,5,,627.0,714.0,0.0,2.0,6.0,0.0,16.0,5.0,14.0,697.0,630.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3833,82,14,0,6,,779.0,974.0,0.0,1.0,5.0,1.0,20.0,2.0,13.0,940.0,815.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3834,82,14,0,7,,890.0,883.0,0.0,0.0,4.0,0.0,23.0,2.0,5.0,818.0,970.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3835,82,14,0,8,,759.0,806.0,0.0,2.0,5.0,2.0,10.0,0.0,3.0,780.0,782.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3836,82,14,0,9,,764.0,709.0,0.0,5.0,21.0,1.0,18.0,5.0,9.0,676.0,761.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3837,82,14,0,10,,1089.0,948.0,0.0,1.0,3.0,1.0,17.0,6.0,10.0,884.0,1148.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3838,82,14,0,11,,1016.0,903.0,1.0,1.0,1.0,1.0,15.0,5.0,2.0,838.0,1090.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3839,82,14,0,12,,748.0,830.0,1.0,2.0,7.0,1.0,13.0,1.0,5.0,801.0,789.0,163,PLYMOUTH TOWNSHIP,163-PLYMOUTH TOWNSHIP,,,,,,,,,left_only
3840,82,16,0,1,,319.0,715.0,2.0,6.0,7.0,2.0,8.0,6.0,17.0,697.0,305.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3841,82,16,0,2,,256.0,759.0,0.0,6.0,12.0,1.0,16.0,3.0,10.0,742.0,259.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3842,82,16,0,3,,466.0,852.0,0.0,5.0,21.0,3.0,8.0,9.0,16.0,830.0,440.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3843,82,16,0,4,,97.0,184.0,0.0,2.0,5.0,1.0,4.0,1.0,6.0,180.0,89.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3844,82,16,0,5,,374.0,743.0,1.0,2.0,14.0,1.0,15.0,13.0,15.0,756.0,352.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3845,82,16,0,6,,370.0,690.0,1.0,4.0,20.0,2.0,12.0,5.0,11.0,677.0,359.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3846,82,16,0,7,,375.0,1352.0,0.0,4.0,29.0,2.0,16.0,6.0,14.0,1330.0,353.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3847,82,16,0,8,,712.0,1265.0,2.0,6.0,31.0,4.0,22.0,9.0,32.0,1243.0,668.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3848,82,16,0,9,,278.0,851.0,2.0,6.0,20.0,2.0,7.0,2.0,11.0,839.0,260.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3849,82,16,0,10,,455.0,713.0,0.0,7.0,13.0,0.0,15.0,5.0,14.0,721.0,423.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3850,82,16,0,11,,336.0,1101.0,0.0,3.0,17.0,2.0,11.0,4.0,9.0,1078.0,344.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3851,82,16,0,12,,443.0,1269.0,1.0,9.0,26.0,6.0,13.0,7.0,19.0,1239.0,430.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3852,82,16,0,13,,321.0,980.0,1.0,7.0,17.0,1.0,17.0,5.0,15.0,976.0,301.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3853,82,16,0,14,,217.0,1113.0,1.0,5.0,20.0,3.0,10.0,7.0,12.0,1096.0,214.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3854,82,16,0,15,,292.0,613.0,1.0,5.0,23.0,5.0,20.0,2.0,11.0,622.0,258.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3855,82,16,0,16,,176.0,1509.0,0.0,7.0,19.0,4.0,6.0,5.0,6.0,1484.0,174.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3856,82,16,0,17,,577.0,1319.0,0.0,10.0,33.0,5.0,13.0,4.0,17.0,1301.0,538.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3857,82,16,0,18,,249.0,1264.0,0.0,5.0,27.0,1.0,11.0,2.0,5.0,1234.0,246.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3858,82,16,0,19,,421.0,1180.0,1.0,3.0,17.0,1.0,10.0,3.0,13.0,1141.0,424.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3859,82,16,0,20,,291.0,1610.0,1.0,6.0,21.0,2.0,8.0,8.0,18.0,1561.0,294.0,163,REDFORD TOWNSHIP,163-REDFORD TOWNSHIP,,,,,,,,,left_only
3866,82,22,0,1,,590.0,665.0,0.0,4.0,32.0,5.0,13.0,3.0,16.0,635.0,565.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
3867,82,22,0,2,,678.0,1422.0,1.0,6.0,24.0,5.0,18.0,3.0,15.0,1403.0,670.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
3868,82,22,0,3,,342.0,1447.0,1.0,5.0,30.0,2.0,12.0,6.0,17.0,1393.0,343.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
3869,82,22,0,4,,426.0,1442.0,1.0,2.0,24.0,3.0,15.0,6.0,12.0,1394.0,437.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
3870,82,22,0,5,,608.0,866.0,1.0,9.0,24.0,1.0,17.0,3.0,12.0,833.0,587.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
3871,82,22,0,6,,387.0,1081.0,0.0,4.0,19.0,2.0,17.0,6.0,11.0,1039.0,400.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
3872,82,22,0,7,,867.0,1339.0,1.0,3.0,16.0,4.0,24.0,6.0,9.0,1320.0,869.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
3873,82,22,0,8,,904.0,1276.0,0.0,2.0,16.0,1.0,15.0,1.0,13.0,1255.0,880.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
3874,82,22,0,9,,594.0,989.0,1.0,6.0,15.0,1.0,15.0,5.0,13.0,986.0,578.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
3875,82,22,0,10,,624.0,577.0,0.0,7.0,19.0,0.0,10.0,6.0,8.0,580.0,585.0,163,VAN BUREN TOWNSHIP,163-VAN BUREN TOWNSHIP,,,,,,,,,left_only
4614,82,62,0,1,,1021.0,872.0,1.0,12.0,19.0,0.0,37.0,5.0,10.0,879.0,977.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4615,82,62,0,2,,777.0,685.0,0.0,6.0,24.0,1.0,27.0,3.0,9.0,694.0,733.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4616,82,62,0,3,,876.0,845.0,0.0,5.0,24.0,3.0,21.0,9.0,24.0,840.0,835.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4617,82,62,0,4,,495.0,384.0,1.0,7.0,9.0,2.0,11.0,2.0,7.0,387.0,465.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4618,82,62,0,5,,578.0,458.0,0.0,4.0,22.0,3.0,5.0,2.0,10.0,476.0,519.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4619,82,62,0,6,,873.0,636.0,1.0,7.0,20.0,3.0,21.0,9.0,16.0,656.0,825.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4620,82,62,0,7,,826.0,721.0,0.0,8.0,21.0,0.0,19.0,2.0,11.0,731.0,765.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4621,82,62,0,8,,1073.0,993.0,1.0,8.0,22.0,1.0,22.0,6.0,20.0,1000.0,1023.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4622,82,62,0,9,,710.0,701.0,3.0,8.0,24.0,5.0,15.0,2.0,16.0,698.0,665.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4623,82,62,0,10,,700.0,628.0,1.0,6.0,14.0,3.0,17.0,2.0,11.0,648.0,653.0,163,GARDEN CITY,163-GARDEN CITY,,,,,,,,,left_only
4626,82,65,0,1,,853.0,387.0,0.0,1.0,0.0,0.0,5.0,3.0,5.0,347.0,897.0,163,GROSSE POINTE SHORES CITY,163-GROSSE POINTE SHORES CITY,,,,,,,,,left_only
4627,82,65,0,2,,491.0,327.0,0.0,1.0,0.0,0.0,8.0,0.0,6.0,290.0,526.0,163,GROSSE POINTE SHORES CITY,163-GROSSE POINTE SHORES CITY,,,,,,,,,left_only
4877,83,18,0,1,,1374.0,542.0,0.0,1.0,7.0,2.0,30.0,3.0,9.0,518.0,1408.0,165,HARING TOWNSHIP,165-HARING TOWNSHIP,,,,,,,,,left_only
